Hybridization REF	TCGA-06-0675-11A-32R-A36C-13	TCGA-06-0675-11A-32R-A36C-13	TCGA-06-0675-11A-32R-A36C-13	TCGA-06-0678-11A-32R-A36C-13	TCGA-06-0678-11A-32R-A36C-13	TCGA-06-0678-11A-32R-A36C-13	TCGA-06-0680-11A-32R-A36C-13	TCGA-06-0680-11A-32R-A36C-13	TCGA-06-0680-11A-32R-A36C-13	TCGA-06-0681-11A-41R-A36C-13	TCGA-06-0681-11A-41R-A36C-13	TCGA-06-0681-11A-41R-A36C-13	TCGA-06-AABW-11A-31R-A36C-13	TCGA-06-AABW-11A-31R-A36C-13	TCGA-06-AABW-11A-31R-A36C-13
miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-mir-3188	0	0.000000	N	1	0.196044	N	2	0.365166	N	1	0.302586	N	3	0.755999	N
hsa-mir-3189	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3190	4	1.021412	N	0	0.000000	N	0	0.000000	N	1	0.302586	N	2	0.503999	N
hsa-mir-3191	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3192	1	0.255353	N	0	0.000000	N	2	0.365166	N	2	0.605172	N	1	0.252000	N
hsa-mir-3193	2	0.510706	N	1	0.196044	N	3	0.547749	N	0	0.000000	N	0	0.000000	N
hsa-mir-3194	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3195	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3196	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3197	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3198	0	0.000000	N	1	0.196044	N	1	0.182583	N	0	0.000000	N	1	0.252000	N
hsa-mir-3199-1	1	0.255353	N	4	0.784175	N	1	0.182583	N	2	0.605172	N	2	0.503999	N
hsa-mir-3199-2	0	0.000000	N	0	0.000000	N	1	0.182583	N	5	1.512931	N	2	0.503999	N
hsa-mir-32	37	9.448062	N	160	31.367001	N	87	15.884733	N	121	36.612934	N	109	27.467965	N
hsa-mir-3200	896	228.796314	N	1209	237.016904	N	1107	202.119535	N	760	229.965538	N	815	205.379740	N
hsa-mir-3201	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3202-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3202-2	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-320a	1692	432.057326	Y	1929	378.168410	Y	2354	429.800709	Y	2311	699.276789	Y	6223	1568.194012	Y
hsa-mir-320b-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-320b-2	12	3.064236	Y	9	1.764394	Y	9	1.643248	Y	15	4.538794	Y	40	10.079987	Y
hsa-mir-320c-1	0	0.000000	N	2	0.392088	N	0	0.000000	N	0	0.000000	N	3	0.755999	N
hsa-mir-320c-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.302586	N	1	0.252000	N
hsa-mir-320d-1	1	0.255353	N	0	0.000000	N	2	0.365166	N	0	0.000000	N	2	0.503999	N
hsa-mir-320d-2	1	0.255353	N	0	0.000000	N	0	0.000000	N	2	0.605172	N	0	0.000000	N
hsa-mir-320e	0	0.000000	N	1	0.196044	N	1	0.182583	N	0	0.000000	N	0	0.000000	N
hsa-mir-323	1624	414.693320	N	1933	378.952585	N	2105	384.337507	N	1309	396.085381	N	717	180.683771	N
hsa-mir-323b	1024	261.481502	N	905	177.419601	N	564	102.976890	N	346	104.694837	N	441	111.131859	N
hsa-mir-324	461	117.717747	N	529	103.707148	N	700	127.808197	N	345	104.392251	N	383	96.515878	N
hsa-mir-325	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-326	95	24.258538	N	126	24.701514	N	105	19.171230	N	107	32.376727	N	51	12.851984	N
hsa-mir-328	3629	926.676144	N	2504	490.893571	N	3302	602.889524	N	2053	621.209540	N	1944	489.887379	N
hsa-mir-329-1	138	35.238718	N	290	56.852690	N	265	48.384532	N	157	47.506039	N	81	20.411974	N
hsa-mir-329-2	200	51.070606	N	316	61.949828	N	232	42.359288	N	155	46.900866	N	78	19.655975	N
hsa-mir-330	794	202.750305	N	1237	242.506129	N	1034	188.790965	N	803	242.976747	N	2769	697.787115	N
hsa-mir-331	296	75.584497	N	294	57.636865	N	355	64.817014	N	208	62.937937	N	228	57.455927	N
hsa-mir-335	1162	296.720220	N	1089	213.491653	N	1341	244.843989	N	659	199.404329	N	393	99.035874	N
hsa-mir-337	233	59.497256	N	279	54.696209	N	256	46.741284	N	213	64.450868	N	115	28.979963	N
hsa-mir-338	34848	8898.542368	N	170652	33455.259482	N	74036	13517.725262	N	71995	21784.695975	N	398333	100379.788718	N
hsa-mir-339	130	33.195894	N	191	37.444358	N	202	36.881794	N	205	62.030178	N	213	53.675932	N
hsa-mir-33a	195	49.793841	N	347	68.027184	N	361	65.912513	N	197	59.609488	N	580	146.159815	N
hsa-mir-33b	3	0.766059	N	31	6.077357	N	10	1.825831	N	7	2.118104	N	99	24.947968	N
hsa-mir-340	584	149.126169	N	1326	259.954024	N	1182	215.813270	N	720	217.862089	N	1412	355.823549	N
hsa-mir-342	1307	333.746409	N	1742	341.508227	N	1812	330.840647	N	1059	320.438823	N	1023	257.795673	N
hsa-mir-345	50	12.767651	N	45	8.821969	N	46	8.398824	N	43	13.011208	N	81	20.411974	N
hsa-mir-346	87	22.215714	N	130	25.485689	N	127	23.188059	N	91	27.535347	N	188	47.375940	N
hsa-mir-34a	374	95.502033	N	593	116.253949	N	686	125.252033	N	442	133.743116	N	317	79.883899	N
hsa-mir-34b	9	2.298177	N	27	5.293181	N	13	2.373581	N	16	4.841380	N	51	12.851984	N
hsa-mir-34c	15	3.830295	N	73	14.311194	N	34	6.207827	N	39	11.800863	N	248	62.495921	N
hsa-mir-3605	12	3.064236	N	8	1.568350	N	14	2.556164	N	13	3.933621	N	21	5.291993	N
hsa-mir-3606	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3607	33	8.426650	N	33	6.469444	N	42	7.668492	N	28	8.472415	N	31	7.811990	N
hsa-mir-3609	0	0.000000	N	0	0.000000	N	1	0.182583	N	0	0.000000	N	1	0.252000	N
hsa-mir-361	3887	992.557225	N	5758	1128.819962	N	5368	980.106289	N	2794	845.425940	N	4010	1010.518719	N
hsa-mir-3610	0	0.000000	N	3	0.588131	N	2	0.365166	N	0	0.000000	N	1	0.252000	N
hsa-mir-3611	0	0.000000	N	2	0.392088	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3612	0	0.000000	N	1	0.196044	N	4	0.730333	N	0	0.000000	N	2	0.503999	N
hsa-mir-3613	31	7.915944	N	94	18.428113	N	59	10.772405	N	50	15.129312	N	68	17.135978	N
hsa-mir-3614	1	0.255353	N	3	0.588131	N	2	0.365166	N	1	0.302586	N	0	0.000000	N
hsa-mir-3615	21	5.362414	N	87	17.055807	N	54	9.859489	N	36	10.893104	N	212	53.423932	N
hsa-mir-3616	0	0.000000	N	0	0.000000	N	1	0.182583	N	0	0.000000	N	0	0.000000	N
hsa-mir-3617	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3618	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3619	0	0.000000	N	0	0.000000	N	3	0.547749	N	0	0.000000	N	3	0.755999	N
hsa-mir-362	43	10.980180	N	64	12.546801	N	52	9.494323	N	19	5.749138	N	84	21.167973	N
hsa-mir-3620	1	0.255353	N	2	0.392088	N	2	0.365166	N	0	0.000000	N	5	1.259998	N
hsa-mir-3621	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3622a	4	1.021412	N	3	0.588131	N	7	1.278082	N	6	1.815517	N	3	0.755999	N
hsa-mir-3622b	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	3	0.755999	N
hsa-mir-363	246	62.816845	N	343	67.243009	N	280	51.123279	N	284	85.934491	N	127	32.003959	N
hsa-mir-3646	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3647	0	0.000000	N	5	0.980219	N	6	1.095499	N	1	0.302586	N	4	1.007999	N
hsa-mir-3648	1	0.255353	N	5	0.980219	N	4	0.730333	N	5	1.512931	N	113	28.475964	N
hsa-mir-3649	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-365-1	164	41.877897	N	246	48.226765	N	163	29.761052	N	115	34.797417	N	149	37.547952	N
hsa-mir-365-2	155	39.579720	N	238	46.658415	N	199	36.334045	N	117	35.402589	N	162	40.823948	N
hsa-mir-3650	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3651	1	0.255353	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3652	0	0.000000	N	2	0.392088	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3653	9	2.298177	N	12	2.352525	N	16	2.921330	N	8	2.420690	N	11	2.771996	N
hsa-mir-3654	1	0.255353	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3655	0	0.000000	N	0	0.000000	N	1	0.182583	N	1	0.302586	N	0	0.000000	N
hsa-mir-3656	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3657	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3658	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3659	1	0.255353	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3660	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3661	0	0.000000	N	3	0.588131	N	1	0.182583	N	0	0.000000	N	0	0.000000	N
hsa-mir-3662	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.302586	N	0	0.000000	N
hsa-mir-3663	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	2	0.503999	N
hsa-mir-3664	2	0.510706	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3665	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3666	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3667	0	0.000000	N	0	0.000000	N	0	0.000000	N	3	0.907759	N	0	0.000000	N
hsa-mir-3668	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3669	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-367	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3670	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3671	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3672	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3673	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3674	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3675	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-3676	6	1.532118	N	3	0.588131	N	6	1.095499	N	6	1.815517	N	4	1.007999	N
hsa-mir-3677	7	1.787471	N	9	1.764394	N	18	3.286496	N	16	4.841380	N	11	2.771996	N
hsa-mir-3678	9	2.298177	N	8	1.568350	N	10	1.825831	N	5	1.512931	N	12	3.023996	N
hsa-mir-3679	1	0.255353	N	0	0.000000	N	1	0.182583	N	0	0.000000	N	2	0.503999	N
hsa-mir-3680	1	0.255353	N	2	0.392088	N	2	0.365166	N	0	0.000000	N	1	0.252000	N
hsa-mir-3681	4	1.021412	N	0	0.000000	N	1	0.182583	N	1	0.302586	N	0	0.000000	N
hsa-mir-3682	2	0.510706	N	5	0.980219	N	4	0.730333	N	3	0.907759	N	8	2.015997	N
hsa-mir-3683	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3684	1	0.255353	N	0	0.000000	N	1	0.182583	N	1	0.302586	N	0	0.000000	N
hsa-mir-3685	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3686	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3687	3	0.766059	N	0	0.000000	N	1	0.182583	N	2	0.605172	N	13	3.275996	N
hsa-mir-3688	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-3689a	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3689b	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-369	391	99.843034	N	635	124.487787	N	673	122.878452	N	378	114.377597	N	193	48.635938	N
hsa-mir-3690	7	1.787471	N	1	0.196044	N	3	0.547749	N	2	0.605172	N	6	1.511998	N
hsa-mir-3691	3	0.766059	N	2	0.392088	N	2	0.365166	N	2	0.605172	N	4	1.007999	N
hsa-mir-3692	0	0.000000	N	0	0.000000	N	1	0.182583	N	3	0.907759	N	1	0.252000	N
hsa-mir-370	1100	280.888332	N	1340	262.698636	N	1703	310.939085	N	701	212.112951	N	502	126.503840	N
hsa-mir-371	1	0.255353	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3713	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3714	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-372	4	1.021412	N	1	0.196044	N	0	0.000000	N	1	0.302586	N	0	0.000000	N
hsa-mir-373	2	0.510706	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-374a	2377	606.974151	N	3045	596.953245	N	2769	505.572711	N	1885	570.375053	N	2955	744.659056	N
hsa-mir-374b	358	91.416385	N	733	143.700075	N	477	87.092157	N	422	127.691391	N	649	163.547793	N
hsa-mir-374c	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-375	516	131.762163	N	387	75.868935	N	533	97.316813	N	434	131.322426	N	654	164.807791	N
hsa-mir-376a-1	97	24.769244	N	91	17.839982	N	93	16.980232	N	78	23.601726	N	49	12.347984	N
hsa-mir-376a-2	7	1.787471	N	31	6.077357	N	14	2.556164	N	18	5.446552	N	6	1.511998	N
hsa-mir-376b	25	6.383826	Y	29	5.685269	Y	30	5.477494	Y	23	6.959483	Y	8	2.015997	N
hsa-mir-376c	83	21.194301	Y	104	20.388551	Y	105	19.171230	Y	82	24.812071	Y	36	9.071988	N
hsa-mir-377	141	36.004777	N	246	48.226765	N	225	41.081206	N	155	46.900866	N	68	17.135978	N
hsa-mir-378	1383	353.153240	N	2254	441.882632	N	2407	439.477615	N	1442	436.329351	N	771	194.291754	N
hsa-mir-378b	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-378c	11	2.808883	N	31	6.077357	N	27	4.929745	N	16	4.841380	N	9	2.267997	N
hsa-mir-379	58500	14938.152220	N	62738	12299.393323	N	70407	12855.131052	N	34608	10471.904414	N	16312	4110.618788	N
hsa-mir-380	232	59.241903	N	482	94.493092	N	437	79.788832	N	195	59.004316	N	72	18.143977	N
hsa-mir-381	1473	376.135012	N	2127	416.985074	N	2404	438.929866	N	1311	396.690554	N	564	142.127820	N
hsa-mir-382	828	211.432308	N	1388	272.108737	N	1428	260.728722	N	698	211.205192	N	398	100.295873	N
hsa-mir-383	1072	273.738448	N	1515	297.006294	N	1656	302.357678	N	991	299.862959	N	452	113.903856	N
hsa-mir-384	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3907	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3908	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3909	1	0.255353	N	2	0.392088	N	5	0.912916	N	3	0.907759	N	4	1.007999	N
hsa-mir-3910-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3910-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-3911	1	0.255353	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-3912	7	1.787471	N	21	4.116919	N	24	4.381995	N	6	1.815517	N	3	0.755999	N
hsa-mir-3913-1	5	1.276765	N	5	0.980219	N	8	1.460665	N	4	1.210345	N	3	0.755999	N
hsa-mir-3913-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3914-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.302586	N	0	0.000000	N
hsa-mir-3914-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3915	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3916	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3917	8	2.042824	N	7	1.372306	N	6	1.095499	N	2	0.605172	N	4	1.007999	N
hsa-mir-3918	0	0.000000	N	0	0.000000	N	1	0.182583	N	0	0.000000	N	0	0.000000	N
hsa-mir-3919	5	1.276765	N	3	0.588131	N	1	0.182583	N	3	0.907759	N	3	0.755999	N
hsa-mir-3920	2	0.510706	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3921	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3922	5	1.276765	N	4	0.784175	N	2	0.365166	N	3	0.907759	N	4	1.007999	N
hsa-mir-3923	4	1.021412	N	4	0.784175	N	7	1.278082	N	6	1.815517	N	0	0.000000	N
hsa-mir-3924	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3925	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3926-1	2	0.510706	N	0	0.000000	N	2	0.365166	N	0	0.000000	N	0	0.000000	N
hsa-mir-3926-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3927	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3928	8	2.042824	N	18	3.528788	N	15	2.738747	N	6	1.815517	N	17	4.283995	N
hsa-mir-3929	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3934	3	0.766059	N	1	0.196044	N	6	1.095499	N	1	0.302586	N	1	0.252000	N
hsa-mir-3935	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-3936	2	0.510706	N	1	0.196044	N	1	0.182583	N	1	0.302586	N	1	0.252000	N
hsa-mir-3937	0	0.000000	N	2	0.392088	N	2	0.365166	N	1	0.302586	N	5	1.259998	N
hsa-mir-3938	0	0.000000	N	2	0.392088	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-3939	0	0.000000	N	0	0.000000	N	1	0.182583	N	0	0.000000	N	0	0.000000	N
hsa-mir-3940	3	0.766059	N	3	0.588131	N	4	0.730333	N	0	0.000000	N	1	0.252000	N
hsa-mir-3941	1	0.255353	N	2	0.392088	N	1	0.182583	N	1	0.302586	N	3	0.755999	N
hsa-mir-3942	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	2	0.503999	N
hsa-mir-3943	51	13.023004	N	36	7.057575	N	55	10.042073	N	46	13.918967	N	10	2.519997	N
hsa-mir-3944	2	0.510706	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-3945	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-409	1080	275.781272	N	1219	238.977342	N	1395	254.703479	N	798	241.463815	N	480	120.959847	N
hsa-mir-410	2355	601.356384	N	3966	777.509546	N	4336	791.680490	N	1868	565.231087	N	821	206.891738	N
hsa-mir-411	512	130.740751	N	715	140.171287	N	727	132.737942	N	223	67.476730	N	111	27.971965	N
hsa-mir-412	569	145.295874	N	760	148.993256	N	832	151.909171	N	535	161.883636	N	216	54.431931	N
hsa-mir-421	24	6.128473	N	85	16.663719	N	77	14.058902	N	56	16.944829	N	69	17.387978	N
hsa-mir-422a	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-423	497	126.910456	N	753	147.620950	N	803	146.614260	N	567	171.566395	N	888	223.775716	N
hsa-mir-424	142	36.260130	N	109	21.368770	N	125	22.822892	N	123	37.218107	N	92	23.183971	N
hsa-mir-425	1786	456.060510	N	2337	458.154264	N	1503	274.422458	N	2273	687.778512	N	945	238.139698	N
hsa-mir-4251	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4252	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4253	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4254	1	0.255353	N	3	0.588131	N	4	0.730333	N	0	0.000000	N	2	0.503999	N
hsa-mir-4255	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4256	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4257	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4258	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4259	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4260	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4261	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4262	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4263	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4264	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4265	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4266	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4267	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4268	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4269	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4270	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4271	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4272	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4273	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4274	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4275	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4276	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4277	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4278	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4279	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4280	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4281	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4282	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4283-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4283-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4284	1	0.255353	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4285	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4286	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-4287	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4288	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4289	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-429	1	0.255353	N	8	1.568350	N	6	1.095499	N	1	0.302586	N	6	1.511998	N
hsa-mir-4290	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4291	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4292	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4293	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4294	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4295	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4296	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4297	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
